Record_ID,Date,Customer_ID,Churn_Probability_Score,Churned_in_Last_12_Months,Retention_Campaign_Target,Downgrade_Upgrade_History,Call_to_Competitor_Network_Count,Win_back_Success_Rate,Contract_Renewal_Rate,Reasons_for_Churn_Categorical,Reactivation_Rate,Average_Tenure_in_Months,Churn_Prediction_Model_Accuracy,Retention_Offer_Acceptance_Rate,Competitor_Switch_Rate,Churn_by_Plan_Type,Retention_Cost_per_Customer,Customer_Re_Engagement_Rate,Early_Churn_Rate_within_first_90_days,Loyalty_Program_Impact_on_Retention,Churn_by_Region
f7463bea-7502-475e-91fd-7b5f1aadea8c,2026-05-12,CUST-672373,0.23,No,No,Upgrade,2,16.38,72.43,N/A,17.53,36,94.3,38.45,7.09,Data,42.36,13.36,4.89,0.47,East
b75fb86e-0d4c-4b6a-8655-465058223afa,2025-08-06,CUST-700082,0.7,No,No,Downgrade,3,25.38,69.73,N/A,17.71,67,89.39,32.88,7.17,Data,13.34,40.74,2.92,0.34,North
0d7cdb84-669f-4897-be06-371f73d577e7,2026-04-28,CUST-140882,0.58,No,Yes,None,1,37.97,67.96,N/A,12.82,57,90.8,39.82,2.13,Data,13.99,15.6,6.84,0.31,South
990ec1b2-845a-4561-a1fa-e4c315bfbadb,2025-09-24,CUST-952319,0.95,Yes,No,Downgrade,4,32.92,72.42,Customer Service,18.9,22,93.4,48.97,7.47,Data,21.32,42.47,10.79,0.41,East
ed201c3d-0434-4fd6-9d94-e445a9c8ba30,2026-03-14,CUST-843666,0.81,No,No,None,3,28.4,63.33,N/A,18.68,7,82.82,37.86,6.71,Bundled,12.32,35.93,13.34,0.33,West
3a62e8aa-cf9c-46e3-a516-94b3976f63e5,2026-03-03,CUST-683989,0.37,No,Yes,None,4,30.42,83.72,N/A,11.05,21,80.57,56.63,7.32,Data,5.61,49.74,6.97,0.4,North
87e1b734-4776-495e-8ca6-54eb797180b7,2026-05-10,CUST-449693,0.93,No,No,Downgrade,2,24.37,87.05,N/A,13.59,33,88.87,27.35,8.63,Data,7.83,32.39,9.95,0.41,East
6f7514a7-b0ec-4205-9498-e1efe6543d6c,2026-03-15,CUST-890933,0.65,No,Yes,Upgrade,2,34.27,60.8,N/A,18.03,30,82.36,47.36,6.49,Data,30.32,22.68,6.78,0.24,South
f3a3d7f7-0ca2-47ea-807e-b8e9e7d756e1,2025-10-08,CUST-800503,0.48,Yes,Yes,Downgrade,4,22.33,65.15,Customer Service,17.87,42,87.57,54.76,4.75,Data,39.07,12.59,3.94,0.34,West
ab3fde49-98b5-4d0d-ba61-e415a7bbf386,2026-01-18,CUST-770193,0.32,No,No,None,3,36.33,75.46,N/A,12.98,45,90.71,40.49,5.28,Bundled,5.64,11.18,10.42,0.14,North
df7a2b45-02b7-492d-888e-ca90a0f66cb0,2026-04-24,CUST-849313,0.16,No,Yes,Downgrade,3,37.91,82.96,N/A,13.69,20,81.47,40.77,6.79,Voice,40.45,11.43,13.69,0.23,East
b6f9af90-177a-49d9-94ce-000dec9aff97,2025-10-21,CUST-331882,0.78,No,Yes,Downgrade,0,22.56,71.84,N/A,6.2,32,85.25,26.44,6.9,Data,22.12,18.91,8.36,0.46,North
23449682-0d2d-48a5-8fef-8d439900bf7b,2025-12-04,CUST-621020,0.13,No,No,None,4,30.48,67.24,N/A,13.18,13,75.65,27.35,4.28,Data,41,43.55,10.65,0.41,South
4cb4ea96-12bb-432d-a973-b13e95e4de36,2025-11-24,CUST-844822,0.57,No,No,Upgrade,1,11.56,62.09,N/A,12.11,28,89.39,35.45,5.05,Voice,34.62,38.33,12.7,0.45,North
38fe9615-abfe-4cc8-87fe-3d2c261d3487,2025-09-30,CUST-518659,0.91,No,No,Upgrade,2,12.16,78.51,N/A,6.28,50,79.78,51.74,1.16,Data,11.25,28.51,10.09,0.48,North
228f17d4-5325-49e5-b9bf-7bbd4131df44,2025-08-08,CUST-740870,0.33,No,No,None,2,23.04,77.44,N/A,8.82,22,80.06,20.37,9.2,Voice,40.93,45.54,14.3,0.44,West
b0906272-a4fc-405c-bde9-cf37187f6228,2026-07-05,CUST-878677,0.16,No,No,Downgrade,1,37.7,87.26,N/A,5.68,72,71.58,46.85,1.62,Data,36.23,25.31,12.11,0.34,West
1a875963-576c-4374-9600-61d600ac397a,2025-08-29,CUST-722705,0.99,No,No,Downgrade,0,10.85,62.52,N/A,8.71,58,80.34,27.98,9.3,Voice,8.74,49.68,10.6,0.3,South
7e5a1a94-fec2-41a0-96a7-2bd0f129d5d9,2025-09-18,CUST-709916,0.72,No,No,None,3,31.32,85.17,N/A,10.28,10,91.93,27.62,3.69,Data,31.53,40.1,8.6,0.16,East
88817d0c-d818-4b44-b2a1-b5117943edf3,2026-05-29,CUST-236738,0.43,No,No,Upgrade,1,39.63,73.17,N/A,13.12,14,70.22,34.23,5.32,Bundled,12.48,27.76,5.87,0.4,South
1629caf3-4f6a-4e81-a577-52fecc1cf04d,2025-10-08,CUST-150693,0.18,No,Yes,None,1,29.89,72.29,N/A,11.81,45,91.54,27.68,7.28,Data,47.86,15.95,9.18,0.19,East
6d62b674-79e4-4b32-95e2-910956ea7aeb,2025-11-16,CUST-120686,0.86,No,No,Downgrade,1,25.04,60.05,N/A,12.92,48,78.51,51.91,2.32,Bundled,46.62,16.04,9.35,0.39,South
757f4c94-f076-410c-91d0-7c8086c82783,2026-04-24,CUST-104343,0.14,No,No,None,1,14.9,72.16,N/A,17.35,46,83.03,48.31,2.11,Voice,24.52,17.23,14.06,0.26,East
d8cbb8d7-f138-4fd0-9f34-c7dea62e3eef,2025-08-30,CUST-745721,0.11,Yes,No,Downgrade,1,32.68,79.56,Network Quality,5.79,15,81.7,20.45,6.45,Bundled,14.65,19.15,6.53,0.1,West
e06f0cf7-ca29-4045-9030-f58782d843b8,2026-05-04,CUST-999967,0.83,No,No,Upgrade,3,25.33,67.41,N/A,11.26,68,80.84,56.41,3.54,Voice,14.12,12.49,3.42,0.47,West
24cdff76-ecdd-48d2-a23c-c5dc7092ce5e,2025-11-13,CUST-150231,0.48,No,Yes,None,0,35.14,67.1,N/A,11.1,12,70.12,32.77,1.82,Bundled,42.32,14.25,10.98,0.12,South
9c70eb5f-18f8-49c2-8fc0-7522b5f91417,2026-07-17,CUST-910221,0.11,No,No,Upgrade,2,26.41,60.95,N/A,13.2,11,76.12,27.48,4.18,Bundled,25.93,12.24,5.19,0.47,South
c2d7a1ba-85a6-4d36-8b47-fc0b163a441a,2025-09-02,CUST-512567,0.39,No,No,Downgrade,3,23.53,66.54,N/A,11.8,31,71.25,40.65,1.8,Voice,32.15,30.88,4.43,0.3,West
72c534be-7fe6-46e7-8ac9-0eca9e9fee2a,2025-12-28,CUST-985976,0.88,No,No,Downgrade,1,12.39,84.19,N/A,17.11,59,91.67,54.25,9.07,Data,7.97,44.45,3.14,0.25,West
f27c646d-2111-4547-becc-46899d6718f1,2026-03-10,CUST-829436,0.18,No,No,Upgrade,4,20.79,84.24,N/A,16.3,56,74.56,42.77,6.85,Data,35.43,36.9,1.48,0.47,South
303c0b71-e04c-4daf-b3b5-2d989f6fb9e1,2026-03-15,CUST-123599,0.56,No,Yes,Downgrade,1,36.27,76.91,N/A,14.94,14,76.61,47.83,5.43,Bundled,8.75,17.96,14.68,0.3,East
86eb8f19-cb82-4d9a-b791-19ec24e443b0,2025-12-29,CUST-883488,0.69,No,No,Upgrade,1,29.85,86.81,N/A,14.22,64,76.57,56.27,3.39,Voice,30.39,34.48,7.93,0.41,West
fb2eaa75-a9bc-4f51-a22b-1525f7b9cd4d,2026-03-03,CUST-416105,0.48,No,No,Downgrade,2,14.22,79.83,N/A,7.8,66,78.43,33.82,2.58,Voice,48.93,20.2,5.03,0.31,North
127de628-0322-4fa6-8510-3c39fc0ce9fc,2026-02-10,CUST-236611,0.96,No,No,Downgrade,3,22.41,77.25,N/A,14.5,65,92.96,48.19,8.01,Voice,22.67,24.45,2.95,0.28,East
d193cbd9-cd63-4fc7-a4cc-84a1eedd52c7,2025-12-21,CUST-694524,0.74,No,Yes,None,1,19.85,73.69,N/A,10.93,8,81.5,20.98,2.07,Data,48.55,42.38,5.66,0.33,West
94b814d4-dae6-4aad-90ee-d14264b85b1d,2026-01-25,CUST-966558,0.83,No,No,Upgrade,2,38.37,69.01,N/A,13.63,33,89.05,29.7,3.61,Data,44.98,28.99,11.5,0.23,West
f9f968f8-00e1-4c43-9920-10179396683d,2025-12-04,CUST-161760,1,No,Yes,None,1,37.58,79.48,N/A,10.13,45,76.54,38.82,1.47,Voice,40.72,39.24,12.37,0.14,North
b5e0c110-4246-4fa5-a129-7d329b90da57,2025-09-12,CUST-142213,0.51,No,No,Downgrade,2,18.46,65.88,N/A,17.56,10,80,28.72,4.54,Data,24.55,39.9,1.92,0.34,West
a1929cf3-6d39-40b0-874d-1517e0bfa9a5,2025-12-08,CUST-270220,0.33,No,No,Upgrade,3,27.17,67.03,N/A,7.76,62,71,52.49,1.53,Bundled,13.82,45.98,12.09,0.25,East
ed5df1c9-d8b3-408a-a762-3c9c17e9dec6,2025-08-23,CUST-999579,0.71,No,No,None,1,13.64,88.65,N/A,9.01,28,90.05,48.8,7.6,Voice,13.82,17.83,6.72,0.44,South
5521b6a0-e33b-461d-a6f5-9027edc35cf9,2025-09-30,CUST-516733,0.53,No,No,Upgrade,4,27.37,86.08,N/A,16.29,37,89.26,57.35,1.54,Voice,26.18,15.49,7.22,0.31,West
7df44fa7-78ae-4892-8b1d-0eb06b14b327,2026-07-22,CUST-743657,0.59,No,Yes,Upgrade,1,24.07,87.17,N/A,11.97,57,82.04,22.28,3.41,Bundled,21.77,11.11,11.21,0.46,West
70f6057f-2693-4a01-b604-d0f8f0f44d56,2026-03-24,CUST-379317,0.55,No,No,Downgrade,4,38.02,74.71,N/A,14.16,65,82.43,55.43,9.23,Bundled,31.39,27.26,1.17,0.29,South
bd775669-b25b-4cc5-bef0-f809646332dc,2026-02-05,CUST-544409,0.39,No,No,None,3,17.39,88.15,N/A,15.18,21,77.48,44.31,4.37,Data,12.09,42.58,4.94,0.47,North
ef6d7ca4-b23e-4286-b068-c2a31f2e0fec,2026-04-20,CUST-400480,0.27,No,No,None,1,26.53,83.92,N/A,8.2,9,87.77,57.45,2.07,Voice,43.99,45.08,10.01,0.48,South
846e7443-3e01-4c4a-b976-e1e2ab397a06,2025-12-11,CUST-456726,0.63,No,Yes,Downgrade,2,33.48,70.59,N/A,16.84,41,82.1,21.84,1.61,Bundled,42.98,27.94,9.49,0.49,North
f95d9cde-44a8-4d9f-9ddb-2c9b353ab9d3,2026-05-22,CUST-297565,0.95,No,No,None,5,36.18,84.58,N/A,6.43,15,79.46,57.81,1.52,Bundled,46.7,48.84,6.65,0.18,West
290ac0a3-de8d-46e9-ae2c-57f963ecaada,2026-06-18,CUST-452081,0.42,No,No,Downgrade,2,32.98,79.86,N/A,16.93,72,90.5,48.31,4.72,Voice,23.91,29.64,11.02,0.16,South
02097abf-5a4f-4a32-aee0-a1a7e13607f0,2026-02-24,CUST-596108,0.54,No,No,Downgrade,5,17.97,67.61,N/A,18.19,34,86.53,35.68,2.93,Data,13.46,37.32,13.02,0.42,West
6f214227-2c29-4885-92ab-6a2d53383a3e,2026-02-12,CUST-373543,0.28,No,No,Downgrade,0,21.26,78.39,N/A,8.04,16,76.59,33.9,9.45,Bundled,12.41,21.26,12.7,0.46,South
a209cd51-6132-46c2-a93f-6e652d04c895,2026-04-12,CUST-977113,0.79,No,Yes,Upgrade,1,13.54,73.89,N/A,15.37,46,82.69,37.57,1.03,Voice,14.4,20.24,11.74,0.46,South
3a2d7010-691d-4446-aec0-cda8401885ab,2025-09-18,CUST-458814,0.75,No,No,Downgrade,1,21.07,88.51,N/A,6.21,62,86.88,49.1,7.66,Bundled,31.48,44.52,5.41,0.43,North
732000d5-a0ee-42f0-a422-fb992b474707,2025-11-11,CUST-901709,0.63,No,No,Downgrade,1,19.76,73.45,N/A,14.88,50,91.62,42.89,8.38,Data,42.92,35.02,7.92,0.11,East
4496da7d-db73-46a2-a93c-a238689d3b80,2025-12-31,CUST-476180,0.62,No,No,None,5,11.33,76.51,N/A,18.74,10,72.41,58.73,4.18,Voice,49.94,28.7,8,0.5,South
a97175f9-d8c1-4a86-a4d4-182a5232314f,2026-05-09,CUST-542486,0.34,No,Yes,Upgrade,4,12.1,87.37,N/A,18.04,6,90.66,50.63,4.63,Bundled,45.62,23.26,14.45,0.13,West
f68845c6-be9e-4a1d-bf4f-af7ea5bc771a,2026-06-19,CUST-378378,0.31,No,Yes,None,2,10.65,88.59,N/A,13.87,34,84.89,44.85,6.56,Data,28.36,48.67,4.49,0.26,East
4a8cf03d-f1df-4469-9fb5-6f6c908468d5,2026-07-02,CUST-644595,0.78,Yes,No,None,4,35.71,81.38,Other,10.66,62,81.85,36.44,3.78,Voice,44.98,45.54,1.91,0.23,West
1cc187f8-1b46-4a50-b9e3-8174dcf07c05,2026-04-20,CUST-727005,0.06,No,No,Upgrade,2,24.7,77.88,N/A,18.99,66,81.95,57.1,1.51,Data,36.63,14.07,13.2,0.39,South
444d9085-9577-49ca-9158-f255198435d0,2025-12-02,CUST-455666,0.05,No,No,None,0,37.75,69.97,N/A,13.32,18,78.35,33.62,5.3,Voice,13.65,37.15,5.43,0.25,West
9f22392a-918d-44a0-9f27-4dfa6b4ef651,2026-01-24,CUST-455452,0.57,No,No,None,2,37.86,83.86,N/A,16.32,22,88.91,37.71,5.9,Bundled,14.85,18.53,14.3,0.4,East
090fb988-0a88-4495-810e-05a18cf0ff76,2026-07-14,CUST-448368,0.22,No,No,None,4,25.27,65.95,N/A,10.55,44,81.46,58.01,7.97,Bundled,16.11,43.87,13.12,0.25,West
167dced3-a0dc-4135-b396-59ad3d5df399,2025-09-14,CUST-588496,0.22,No,No,None,4,15.48,81.39,N/A,8.19,21,78.82,56.47,7.49,Voice,36.22,14.58,3.81,0.35,North
d08c1221-c650-4f04-ad11-a4eae6758347,2026-07-05,CUST-334881,0.53,No,No,None,3,31.72,63.83,N/A,15.63,36,90.09,22.35,9.96,Voice,22.87,30.83,3.02,0.47,West
22426d22-6439-4a04-8410-8d59d84f8af7,2026-04-28,CUST-626809,0.64,No,Yes,Downgrade,4,15.88,87.46,N/A,5.66,8,81.69,53.63,6.62,Data,25.6,30.24,10.56,0.18,North
ab75b51e-24ef-4f07-aff8-48b906bfb3df,2025-11-12,CUST-561961,0.07,No,No,None,1,29.63,81.01,N/A,12.83,50,75.38,29.28,4.12,Bundled,34.79,25.06,7.95,0.22,North
e9a5c9c8-85f1-4421-9fd6-a4adf271741c,2026-02-05,CUST-842157,0.23,Yes,No,Upgrade,1,14.77,85.59,Price,15.33,66,86.31,40.48,9.66,Voice,31.17,22.79,7.89,0.1,East
3913a3a5-c480-4db9-9766-99693c626f0a,2026-04-07,CUST-311994,0.34,No,Yes,None,1,13.83,60.62,N/A,12.57,67,88.79,58.11,5.65,Bundled,38.56,27.74,2.02,0.49,West
5ea17d93-899d-42af-ae48-3f067ec4e05b,2026-01-14,CUST-922547,0.15,Yes,No,Downgrade,5,23.93,63.28,Price,17.5,51,91.51,54.05,5.46,Voice,33.74,11.79,2.09,0.47,East
f92e45df-ac6a-4bdd-b5e9-2c92b29336dd,2025-07-27,CUST-385911,0.7,No,No,Upgrade,1,38.36,89.26,N/A,11.88,50,92.96,33.96,7.9,Data,39.96,13.31,9.26,0.43,North
16bac2cb-1ccb-4ba7-82dd-9430220f5e37,2025-09-29,CUST-970762,0.9,No,No,Downgrade,4,31.96,86.93,N/A,12.36,50,72.16,45.53,2.82,Data,37.13,17.09,14.49,0.15,North
bad06742-4955-4726-91b7-cbbc63de3340,2025-10-05,CUST-482754,0.45,No,No,None,5,11.38,70.17,N/A,17.71,61,89.34,48.58,3.57,Bundled,32.66,49.49,6.01,0.3,North
e6348b1f-8b2b-4f54-8710-8e17ae6c4266,2026-06-27,CUST-271060,0.84,No,No,None,5,21.03,87.72,N/A,8.63,34,85.25,57.19,8.91,Voice,35.69,42.26,7.75,0.4,East
49228452-1266-4ede-909a-e9684a4b8f5a,2026-02-18,CUST-375427,0.65,No,No,None,1,32.67,87.05,N/A,11.06,70,84.56,54.57,8.09,Voice,29.49,27.78,2.51,0.22,North
a1a899d0-e13b-4968-abe3-79f860db12c7,2026-06-25,CUST-590306,0.69,No,No,Downgrade,1,39.42,77.4,N/A,16.61,66,85,46.42,9.34,Bundled,49.96,28.4,1.39,0.46,East
1fbb19d7-a30a-447c-ab7a-ec1b66d4f82d,2025-08-31,CUST-204048,0.51,No,Yes,Upgrade,2,27.96,69.26,N/A,10.55,25,74.44,21.9,4.42,Bundled,9.34,27.68,10.19,0.21,West
cc865fdc-3007-4625-8e9f-ed8926c5f64d,2025-10-29,CUST-125154,0.53,No,Yes,Upgrade,4,30.13,71.32,N/A,19.93,16,77.77,26.89,6.8,Data,42.82,20.41,5.61,0.31,East
0598df75-23ff-48a3-924a-f3e652032ae0,2025-12-02,CUST-532233,0.54,No,No,None,3,11.81,62.19,N/A,10.27,60,92.94,44.52,6.32,Bundled,49.56,31.67,1.43,0.33,South
84471fe3-301e-410d-9ea5-71d6e7e48f38,2026-03-25,CUST-542433,0.81,No,No,Downgrade,3,14.89,70.65,N/A,14.41,45,76.4,50.63,6.03,Bundled,17.76,20.31,10.11,0.33,South
e3abe6e5-2c5c-4ad7-be9d-ab922160b95d,2026-03-15,CUST-399438,0.68,No,No,Upgrade,2,28.97,70.7,N/A,16.48,29,71.3,33.99,7.19,Voice,49.93,47.61,7.7,0.5,East
c35a9b45-f943-4281-bb89-7b71a20dc567,2026-01-27,CUST-872334,0.62,No,No,None,3,35.05,83.61,N/A,6.67,40,78.22,46.21,2.32,Bundled,30.84,48.15,5.37,0.15,South
f8690fb8-98a1-435f-a717-457bfdea4ea4,2026-02-26,CUST-449360,0.36,No,No,Downgrade,5,11.84,76.16,N/A,19.68,70,77.08,25.09,1.12,Data,16.5,41.38,9.33,0.17,East
b0d9bc1a-836f-4bc0-8acd-9985abb963a6,2025-09-24,CUST-267257,0.56,No,No,Downgrade,2,35.5,72.29,N/A,9.89,10,89.84,34.87,8.71,Data,45.05,41.32,1.48,0.43,East
2646ff3d-9083-4881-861e-e4b0abb43d57,2026-02-01,CUST-436632,0.84,No,No,Upgrade,5,14.36,88.79,N/A,19.59,26,77.46,56.1,2.05,Voice,44.93,32.52,9.6,0.26,North
22bb3448-260b-44a8-8847-2736752e799c,2025-09-10,CUST-370457,0.74,Yes,Yes,None,3,39.79,88.9,Moved,17.22,18,82.56,21.03,6.67,Voice,22.17,10.81,9.16,0.2,South
441c2fe0-32a3-401c-af05-94ab99076c6f,2025-12-03,CUST-244464,0.53,No,No,Upgrade,2,12.08,79.01,N/A,9.98,23,71.43,40.87,9.1,Data,43.89,16.76,6.16,0.48,North
ba0c0016-2f06-40f4-a737-11d7d0b6fccc,2026-01-26,CUST-517693,0.75,No,No,Downgrade,2,18.58,80.94,N/A,16.32,62,71.32,32.26,3.21,Bundled,36.02,29.67,10.82,0.31,West
b4ee0481-c197-4ded-991e-69546a0ae9f4,2026-06-15,CUST-221656,0.22,No,Yes,None,5,31.43,75.42,N/A,19.07,61,94.63,37.24,4.51,Voice,48.98,46.94,9.31,0.34,West
cfdeeb23-c2bb-46a9-8b81-238f9a1e1e53,2025-07-27,CUST-130410,0.04,No,No,None,1,11.69,77.04,N/A,15.74,32,91.96,23.68,3.83,Data,45.58,14.95,11.08,0.26,West
fe34de31-68e8-4c15-9eb5-c966f8cd79da,2026-02-26,CUST-530412,0.89,No,No,Downgrade,1,34.3,63.69,N/A,7.81,60,79.05,22.57,5.19,Voice,47.86,15.65,5.19,0.12,North
befcb767-2db7-4559-9ab6-0d636ba44dc1,2026-04-22,CUST-179221,0.31,Yes,No,None,1,14.89,60.96,Customer Service,7.43,17,71.17,36.99,7.91,Voice,28.59,28.13,12.57,0.26,South
2215d2c3-2c62-4dba-8223-ab7c2766eca7,2026-02-17,CUST-581559,0.77,No,No,None,2,37.23,76.46,N/A,7.46,70,87.38,45.57,6.44,Bundled,41.57,45.72,2.6,0.25,South
aa7f1fda-b8fe-458a-8733-5541e9c22e68,2025-10-24,CUST-214917,0.61,No,No,None,3,23.24,87.89,N/A,19.18,68,90.43,59.55,4.31,Bundled,44.61,19.42,5.12,0.4,South
770dcd1a-3fa0-42a8-a73c-72c32d7665d7,2025-10-20,CUST-353830,0.97,No,No,None,2,34.77,75.79,N/A,6.34,20,74.29,48.55,6.3,Data,29.37,18.06,4.72,0.14,West
dfe04a5a-d5bd-46da-90de-b08fead225bb,2025-08-01,CUST-877861,0.34,No,No,Upgrade,0,37.39,86.12,N/A,16.33,11,76.96,49.23,5.19,Bundled,11.75,16.89,5.27,0.28,South
41b94812-9ec7-454f-a36c-dd7701bc7e34,2026-06-28,CUST-323043,0.62,No,No,Downgrade,3,36.95,82.92,N/A,11.35,61,88.66,42.88,9.39,Data,24.45,10.32,10.93,0.21,West
49d0a304-0f16-4944-8988-9f2fd5d0205b,2025-12-29,CUST-345376,0.68,No,No,None,4,36.21,67.75,N/A,18.65,35,82.42,54.59,5.84,Data,17.37,13.57,8.78,0.27,North
40c2ad98-c161-41ff-a691-dc0fe5aea99e,2026-07-20,CUST-920377,0.62,No,Yes,Downgrade,0,35.99,67.67,N/A,12.05,29,78.01,46.81,6.67,Bundled,8.22,31.09,2.53,0.28,North
15c3a9f0-b487-4096-8d3d-0a2aebb0d681,2026-01-23,CUST-617617,0.27,No,No,None,1,24.54,65.1,N/A,15.44,52,82.7,27.04,5.64,Data,45.11,39.3,5.18,0.22,South
91459413-b5c7-4f85-a87b-e8eccd2036ac,2026-01-23,CUST-626159,0.68,Yes,No,None,0,25.05,82.72,Network Quality,14.64,18,90.47,41.31,8.08,Voice,43.57,22.32,7.8,0.49,East
6348ebcd-3c2e-4e77-8421-a8dcfbd8e0d6,2026-06-12,CUST-722075,0.69,No,Yes,Downgrade,3,18.54,83.21,N/A,17.72,59,81.95,54.75,2.56,Voice,38.17,41.58,2.38,0.16,East
ad7bf96c-d044-435d-8a36-c1b31d209750,2026-07-13,CUST-230449,0.46,No,No,None,2,21.24,64.18,N/A,9.71,33,89.02,25.07,3.42,Data,38.11,23.09,4.18,0.33,East
30c1dba0-3718-44ed-ac77-04316d78aea6,2026-01-06,CUST-590764,0.19,No,No,None,4,20.32,85.64,N/A,11.6,34,94.03,57.05,8.11,Bundled,48.33,20.71,11.54,0.14,West
b033ac67-6170-4d41-92d1-2c64bb4f5cb3,2025-10-03,CUST-919669,0.53,Yes,Yes,Downgrade,2,14.57,78.1,Customer Service,8.73,22,82.52,47.26,2.09,Voice,12.63,29.8,1.24,0.12,South
a77ec616-586b-4275-b1e3-c17725c0a7a4,2025-12-28,CUST-519730,0.92,No,No,Downgrade,3,23.92,85.93,N/A,18.32,41,83.68,33.52,1.89,Bundled,32.42,36.2,2.48,0.21,East
9bf57cf1-2750-4297-a2ac-354fecf54c6a,2025-08-01,CUST-390264,0.08,No,No,Upgrade,2,39.12,76.14,N/A,16.8,15,76.13,23.54,1.26,Bundled,26.9,24.53,9.55,0.24,North
98ed94ba-6c0f-4eff-a917-f44c3be242c9,2026-06-07,CUST-908187,0.39,No,Yes,Upgrade,3,24.57,68.59,N/A,11.07,42,82.92,26.27,6.25,Bundled,43.88,42.48,4.57,0.49,East
2e60cda2-adb2-4710-acc8-fd20fc787872,2026-03-24,CUST-462839,0.06,No,No,Upgrade,0,28.23,73.11,N/A,18.46,68,87.12,58.88,5.72,Bundled,35.24,23.93,5.2,0.11,North
0d2ba4a6-ab3c-4ea9-b0b4-f6c8f1a79722,2026-01-24,CUST-983635,0.42,No,No,Upgrade,4,11.2,70.38,N/A,12.47,56,73.93,23.25,2.48,Data,21.05,24.88,12.31,0.4,North
fee46070-68a6-460c-bf08-9bbb877c23b5,2026-03-27,CUST-279750,0.06,No,No,Downgrade,3,14.5,66.78,N/A,14.13,57,90.89,45.96,3.13,Voice,28.02,49.16,9.9,0.4,East
ff4b7712-cb0a-4971-aeeb-bee8642d395e,2026-06-09,CUST-215969,0.14,No,No,None,5,20.94,71.94,N/A,6.56,39,75.92,27.56,5.36,Bundled,30.91,29.78,10.7,0.47,East
6601e844-559e-4835-8243-707461626891,2026-01-24,CUST-501833,0.73,No,No,Upgrade,0,13.41,84.23,N/A,11.08,32,86.85,31.54,6.23,Data,49.77,46.52,11.73,0.17,North
