Record_ID,Date,Customer_ID,Monthly_Revenue_per_User_ARPU,Lifetime_Value_LTV,Billing_Cycle_Date,Last_Payment_Amount,Last_Payment_Date,Outstanding_Balance,Bill_Dispute_Frequency,Roaming_Charges_Last_Month,Overage_Charges,Bundled_Services_Revenue_Contribution,Revenue_per_Plan_Tier,Payment_Failure_Rate,Revenue_Growth_Rate,Average_Revenue_per_Account_ARPA,Late_Payment_Penalty_Revenue,Revenue_by_Customer_Segment,Billing_Accuracy_Rate,Discount_Impact_on_Revenue,Revenue_from_Value_Added_Services,Cost_to_Revenue_Ratio
b771f236-5791-4f79-b2bb-7c20bcc02066,2025-08-26,CUST-991153,108.61,5430.5,2026-05-24,98.47,2026-01-06,43.88,1,17.06,10.37,45.65,Enterprise,1.3,5.43,72.71,5.65,Postpaid,96.4,-5.59,6.73,0.39
f8e3e9ff-88f8-4c22-ab59-7ddda9cf988f,2025-10-16,CUST-591579,138.96,6670.08,2026-05-06,171.15,2025-09-27,0,0,28.06,25.08,20.49,Basic,0.91,-0.44,112.21,7.82,Postpaid,95.38,-8.88,10.75,0.44
71a464be-6ab0-4349-8f6e-17cf006d1eed,2026-02-07,CUST-901398,76.43,2445.76,2026-02-01,24.94,2025-11-09,0,2,35.27,17.71,13.4,Basic,4.44,3.53,104.21,7.13,Prepaid,98.52,-4.1,12.25,0.21
f708924b-77f1-475a-af8c-0af0f2252dea,2026-01-20,CUST-417483,59.49,3093.48,2025-09-17,155.83,2025-11-15,0,1,24.86,29.29,10.23,Basic,3.82,5.96,186.66,1.65,Postpaid,96.2,-3.03,1.24,0.39
8432eee6-3be7-4f96-8f63-de2e64e35532,2025-10-02,CUST-183604,140.63,3937.64,2025-09-04,182.28,2026-07-19,0,0,34.47,11.47,15.76,Family,1.27,-4.19,59.45,4.72,Prepaid,98.75,-1.06,13.36,0.4
83459442-fe9c-404e-80b9-9a4c77ff353f,2026-04-04,CUST-360813,147.64,5315.039999999999,2026-01-06,142.28,2025-09-27,0,2,1.37,20.09,26.72,Family,2.78,5.27,65.14,3.19,Postpaid,95.5,-9.08,7.06,0.35
0db7eee9-e93a-462c-af65-e93ea1374273,2026-01-19,CUST-956804,21,273,2026-05-06,29.85,2026-03-02,24.65,1,33.64,10.27,47.64,Family,1.16,-4.31,26.14,1.4,Enterprise,96.44,-4.6,2.34,0.24
79e1a419-d737-408a-bd73-80ceb302636e,2026-02-26,CUST-632502,122.49,3919.68,2025-12-12,57.88,2025-09-17,33.85,0,38.08,17.56,13.98,Premium,0.2,7.34,47.3,2.24,Prepaid,96.08,-3.7,6.29,0.44
65b7a854-7670-4665-9685-1ed757b2f79a,2026-04-16,CUST-948664,49.28,1084.16,2026-05-01,88.29,2026-03-23,0,2,42.24,24.31,13.44,Family,1.13,5.02,49.5,5.88,Enterprise,98.47,-9.28,6.21,0.23
2ab7dbfa-c90c-4bf7-bcee-8d0e06280235,2025-11-07,CUST-208348,53.46,694.98,2026-03-26,159.41,2026-07-17,0,1,6.11,1.95,35.62,Basic,0.66,5.88,163.89,8.73,Enterprise,96.41,-8.31,3.3,0.28
3a3d0a6a-43aa-4680-81c7-b449b88e170d,2025-07-25,CUST-102971,125.65,6408.150000000001,2026-01-27,192.31,2025-09-11,0,1,14.66,8.19,33.94,Basic,1.54,4.19,178.22,2.77,Enterprise,96.08,-6.06,0.32,0.33
7fad0bdf-8993-41db-a793-88385cfedd3c,2025-10-10,CUST-839550,56.23,1293.29,2026-07-07,107.46,2025-08-09,0,2,24.5,23.53,19.09,Enterprise,1.13,-3.59,159.27,7.44,Postpaid,97.81,-8.66,16.87,0.34
89a20a3a-c5b6-4129-a098-9a444e497c23,2025-08-27,CUST-261553,51.52,2782.0800000000004,2026-04-04,150.22,2025-11-29,0,1,29.1,25.25,49.67,Basic,2.91,-2.43,109.64,9.36,Enterprise,95.03,-5.45,11.95,0.39
f6171ddd-3993-4cbb-85be-a62521e260dc,2025-12-13,CUST-675038,101.06,1414.8400000000001,2025-11-05,195.46,2026-03-20,0,1,37.83,11.75,46.9,Premium,2.38,2.53,88.64,7.91,Postpaid,95.35,-8.47,7.55,0.24
153bc242-b965-4cdc-a7f2-cfd768b06e45,2025-09-19,CUST-863197,113.16,5318.5199999999995,2026-02-02,97.7,2026-01-10,40.14,1,3.06,16.8,29.24,Enterprise,0.73,6.25,45.93,2.53,Enterprise,95.1,-1.39,0.72,0.47
ef84a3b6-0d5f-4134-b296-5ae580edd140,2026-06-27,CUST-450849,38.42,1805.74,2026-02-17,36.61,2025-09-25,0,2,44.64,22.77,13.91,Enterprise,4.71,-0.75,72.44,5.29,Enterprise,99.5,-9.03,3.51,0.36
6fdf94ed-91eb-473a-b251-40a02558ff5c,2026-01-24,CUST-388484,143.92,6764.24,2026-04-07,21.53,2026-07-07,46,1,35.41,1.6,41.79,Enterprise,4.86,4.17,94.81,2.34,Postpaid,98.46,-1.68,19.81,0.2
d6143e3f-44e5-471c-8da0-326509f1d242,2026-02-19,CUST-293316,72.5,1377.5,2025-11-04,37.5,2025-12-03,0,2,47.69,14.03,22.91,Premium,3.89,2.45,184.14,3.98,Prepaid,96.64,-5.76,3.16,0.29
15cfc955-40c2-4a63-9f6f-544ad29c01ec,2025-09-02,CUST-315445,102.68,5031.320000000001,2025-12-13,138.85,2025-08-05,0,1,37.68,13.13,41.12,Family,4.73,4.08,70.33,1.49,Postpaid,99.04,-4.65,10.3,0.3
b6cff330-36ed-429a-8ee3-905a7d0359ce,2025-09-29,CUST-392893,115.62,5549.76,2026-04-01,97.73,2025-09-06,0,1,33.09,6.55,27.55,Premium,2.43,1.02,141.12,3.25,Prepaid,95.48,-5.15,1.85,0.43
827a2ee9-675e-4aff-b472-4eaaf0e536a4,2025-12-19,CUST-983226,70.37,3870.3500000000004,2026-05-17,55.67,2025-09-21,0,1,46.47,18.19,10.08,Family,1.65,-2.3,90.11,4.72,Postpaid,99.37,-9.81,17.33,0.25
79a9e148-d384-46a4-8bf4-ba066d7eb8e4,2026-03-22,CUST-911768,91.93,1654.7400000000002,2025-08-10,65.84,2026-06-12,0,0,32.24,6,22.33,Enterprise,3.81,9.86,42.71,2.95,Enterprise,95.95,-6.27,8.75,0.16
1cdf0f3d-b93c-4807-b071-930ea3dfef59,2026-06-18,CUST-881426,85.13,2553.8999999999996,2026-02-02,194.99,2026-04-20,0,2,7.79,20.05,10.61,Enterprise,0.14,5.65,47.11,0.33,Enterprise,99.45,-7.53,4.74,0.4
aa93e3bf-1f8e-49f3-84aa-ef1d7be08214,2026-06-10,CUST-758764,115.88,4751.08,2025-12-30,76.06,2026-02-16,0,0,41.32,4.06,42.73,Family,3.39,7.56,118.8,8.42,Enterprise,96.89,-0.35,5.29,0.24
593c7ed6-977a-4253-86b0-1427ecad6f81,2026-03-01,CUST-510515,140.88,5635.2,2025-07-30,85.88,2025-08-01,0,1,38.67,0.85,19.71,Premium,4.72,7.74,164.27,2.14,Postpaid,96.66,-1.13,9,0.17
39419a29-5fe6-4c84-8b79-ecc397871f16,2026-05-15,CUST-111866,69.24,3185.04,2025-11-05,49.74,2026-03-02,0,0,43.57,13.8,31.31,Family,0.87,5.74,165.01,8.46,Prepaid,96.23,-3.56,9.66,0.16
562873ad-356e-40a9-9cf4-4b9453e3e799,2026-02-05,CUST-849211,42.58,1277.3999999999999,2025-10-24,74.44,2025-08-29,43.31,0,40.79,20.52,14.4,Enterprise,1.29,4.15,182.6,3.57,Postpaid,99.12,-6.85,2.96,0.36
87cab0e1-5d5f-4709-ad90-5473de04108e,2026-04-24,CUST-951412,76.27,1830.48,2026-05-31,163.24,2025-10-17,0,2,6.77,11.5,18.25,Basic,2.73,1.39,76.36,4.36,Postpaid,97.61,-2.11,3.38,0.24
354641fb-2dad-4d83-9c71-eabb194e8cbc,2026-01-31,CUST-418247,107.88,5070.36,2025-08-16,183.84,2025-10-17,13.84,1,47.93,16.03,32.61,Family,2.17,9.61,125.13,5.79,Postpaid,98.81,-7.97,0.07,0.13
a6c296f0-6543-4547-881e-ecb63958902f,2026-01-13,CUST-155941,72.37,1736.88,2025-10-19,68.81,2025-10-25,7.43,2,25.15,4.94,42,Basic,3.83,8.26,49.64,5.84,Enterprise,95.34,-8.36,14.02,0.23
541d5efd-11f3-460f-b3d2-64be4bf77bbd,2026-03-29,CUST-344722,114.07,4448.73,2026-07-14,131.84,2026-06-11,32.27,0,17.43,26.83,39.34,Family,4.24,6.13,60.31,2.02,Prepaid,95.85,-6.98,4.13,0.14
7b4458ac-2e5d-436f-87a1-af4276da3ade,2025-12-09,CUST-202222,27.83,1224.52,2026-01-22,198.96,2025-11-21,5.62,2,30.78,22.62,32.45,Basic,1.12,2.31,118.15,0.61,Enterprise,96.18,-3.19,13.92,0.14
3b927ef8-694e-44f8-b109-a261c76545f8,2026-05-03,CUST-829235,109.71,4388.4,2025-12-06,195.17,2026-03-23,0,0,1.19,8.49,25.93,Enterprise,2.24,-3.04,53.01,7.58,Postpaid,97.01,-8.88,1.02,0.2
19adb585-17d9-4776-83bc-76a6d3771449,2026-02-23,CUST-555951,51.04,2552,2025-11-19,60.99,2025-12-02,0,1,49.75,25.19,33.67,Premium,3.69,9.81,190.18,8.89,Enterprise,98.78,-8.93,11.26,0.31
ed6b078f-ac6a-4b58-ab36-cb97a1c14f1f,2026-07-14,CUST-543187,111.4,1893.8000000000002,2026-06-16,81.2,2025-11-05,0,2,25.66,4.16,16.43,Family,0.77,1.92,65.98,5.19,Postpaid,96.76,-6.43,8.54,0.18
d69ec4eb-b814-46d8-b742-a027bdf6568a,2026-01-08,CUST-506605,97.57,5659.0599999999995,2026-01-14,97.33,2026-03-03,0,1,18.3,23.81,10.32,Enterprise,2.91,9.74,85.42,9.9,Enterprise,95.26,-9.03,2.46,0.42
56d66f48-18a9-46df-9369-c21e1e83bd6c,2025-10-06,CUST-797127,34.23,1334.9699999999998,2025-09-28,31.29,2026-05-22,0,1,46.02,13.78,17.1,Premium,3.54,4.12,54.71,6.07,Enterprise,98.42,-1.88,18.6,0.37
2b82c0c9-19e1-4969-a598-cddd5ce491cd,2026-03-02,CUST-457720,143.63,4165.2699999999995,2025-09-12,92.03,2025-10-04,0,1,14.94,18.2,49.99,Family,4.44,0.72,113.09,1.82,Postpaid,98.32,-0.29,15.93,0.34
e7b7beed-cf0a-4c66-b524-f57b8829166d,2026-05-17,CUST-272946,21.53,775.08,2026-03-05,21.5,2026-06-28,0,1,49.59,7.68,35.44,Premium,2.34,9.11,47.4,6.9,Postpaid,96.92,-9.1,5.72,0.26
56e9b544-e76f-4ccc-8ffe-00304392dea9,2026-01-23,CUST-551087,126.69,3547.3199999999997,2025-08-06,124.44,2026-06-24,28.86,1,46.55,1.52,43.89,Enterprise,1.52,7.8,194.67,0.5,Postpaid,96.39,-2.95,5.58,0.31
fb7a254b-47dc-4703-a324-300365a34cab,2025-12-05,CUST-483675,78.08,4060.16,2025-07-27,171.07,2026-01-18,8.38,2,14.46,23.34,29.62,Enterprise,2.61,5.34,121.2,4.99,Enterprise,99.07,-8.11,7.06,0.11
44f2001b-2745-48c4-9d0e-829c4a1e79ca,2026-03-08,CUST-886202,120.22,6612.1,2025-11-10,21.61,2026-02-25,0,1,47.91,8.15,44.72,Family,0.95,-0.41,29.58,4.5,Enterprise,97,-5.72,5.19,0.26
6c7249e0-a950-452a-8519-a483c805c842,2026-04-17,CUST-678628,123.6,2842.7999999999997,2025-08-02,106.35,2025-10-29,23.84,1,34.74,6.03,31.52,Basic,3.61,-3.4,137.26,7.28,Postpaid,97.47,-8.54,0.68,0.3
060ce42e-65af-4673-89ab-3faddd6d1970,2026-07-03,CUST-248132,80.63,2580.16,2026-04-01,150.66,2025-08-08,0,2,24.4,9.36,43.09,Premium,2.61,0.75,130.9,4.26,Postpaid,97.44,-0.44,1.12,0.38
1da4e465-496c-4218-81f7-987d9762cead,2026-02-25,CUST-505029,48.17,770.72,2025-08-22,76.12,2026-03-20,0,1,15.84,12.03,48.55,Basic,3.18,4.58,56.43,2.35,Prepaid,99.89,-7.51,11.37,0.16
bdb8f6ab-ee96-4fc2-b61b-45b483c1cd89,2025-10-27,CUST-421024,111.75,1676.25,2026-01-20,123.98,2026-05-07,0,1,7.23,17.25,45.17,Premium,3.4,2.96,59.21,3.3,Prepaid,99.35,-8.56,3.97,0.33
a02d0b0a-e504-423e-a47e-7cdd3c92350b,2025-10-12,CUST-835498,103.08,1752.36,2026-07-08,33.13,2026-06-10,0,1,31.31,11.4,44.4,Premium,1.47,4.5,59.08,2.77,Enterprise,95.87,-8,3.32,0.42
049ebfb8-b693-4b5d-8424-0657b7e8fa3a,2025-08-06,CUST-711931,80.79,3070.0200000000004,2025-12-12,124.68,2026-04-14,0,2,9.9,10.11,43.9,Family,1.32,3.6,82.57,0.04,Postpaid,99.97,-1.23,15.16,0.42
38810adc-d221-4e51-8c47-fa2cda2d1257,2026-03-05,CUST-106637,71.7,2581.2000000000003,2025-09-20,165.5,2026-05-25,0,1,10.31,22.38,22.48,Premium,4.06,8.98,172.5,6.15,Prepaid,96.59,-4.96,12.25,0.4
6c01470b-f15a-4489-83b3-7e9d8bc5565c,2025-12-15,CUST-657953,117.37,2112.66,2025-11-14,190.49,2025-09-07,0,1,48.47,0.94,42.32,Family,3.66,9.43,108.18,6.49,Enterprise,98.09,-4.61,11.17,0.3
542257b2-bd54-4147-bc63-bfb1a12acc38,2026-02-17,CUST-894198,63.13,2335.81,2025-09-28,76.24,2026-03-29,30.07,0,39.66,11.62,12.89,Basic,3.01,5.74,148.14,4.01,Enterprise,97.88,-0.18,17.53,0.26
409bf52a-4fad-4dd0-af8c-17be72f45f77,2025-07-27,CUST-918877,138.6,8177.4,2026-07-01,171.68,2026-03-01,0,1,5.24,11.78,20.52,Enterprise,2.4,4.31,148.6,8.47,Prepaid,95.63,-6.65,14.07,0.2
4bbb4166-fca7-466a-b618-f30053b0b398,2026-03-31,CUST-834074,66.87,3009.15,2025-11-17,59.97,2026-05-30,0,2,17.76,7.31,46.04,Family,1.01,-4.42,58.87,7.85,Postpaid,95.85,-9.5,0.03,0.46
b7aa1994-f856-41d1-92fa-3831ec5c1f72,2026-03-26,CUST-756354,31.41,722.43,2026-03-22,116.99,2026-07-10,0,1,5.11,18.54,27.33,Premium,4.04,3.79,86.81,6.47,Prepaid,96.15,-7.01,14.25,0.43
9b99b160-3a7c-47f7-aa39-3a82f337fc35,2025-09-04,CUST-418108,86.55,1298.25,2026-03-12,116.5,2025-09-12,0,1,2.95,8,29.5,Enterprise,2.84,5.84,84.15,0.61,Postpaid,99.08,-5.71,11.69,0.38
d389023f-8e86-47f1-bb17-76e5e752f6a7,2026-03-15,CUST-929774,125.93,6926.150000000001,2025-08-26,81.22,2026-07-04,0,1,12.75,12.24,11.12,Enterprise,3.26,1.92,81.29,9.59,Prepaid,95.13,-9.69,8.25,0.47
c8b5b193-4852-4825-b833-d6630bd94f38,2026-06-24,CUST-789350,39.34,2006.3400000000001,2026-06-13,111.31,2025-08-22,0,2,7.14,7.46,44.41,Premium,0.12,6.84,126.54,0.94,Postpaid,99.71,-0.5,15.73,0.19
b34a57ec-8871-4f54-a9ae-5f76f4f30f4d,2025-10-11,CUST-642584,76.8,3840,2026-05-11,122.69,2026-07-10,0,1,18.51,26.03,38.11,Basic,4,8.22,73.87,8.53,Postpaid,95.94,-4.9,6.4,0.19
f34c31ce-ea8b-41c5-a3a0-c23b578609c5,2025-10-10,CUST-293289,95.07,1711.2599999999998,2026-04-30,172.25,2026-07-19,25.64,0,47.51,15.56,28.47,Premium,4.97,5.57,103.17,2.11,Enterprise,98.52,-6.33,6.64,0.3
3894f55b-d6b5-4398-a4b9-e3c5826db45d,2026-06-08,CUST-193127,52.41,2096.3999999999996,2026-02-02,54.15,2026-05-04,17.77,2,22.31,6.57,42.44,Family,4.44,-3.88,172.81,2.39,Enterprise,96.85,-0.23,11.39,0.4
6d5f413c-d564-47fe-b44d-200ef392da29,2026-07-22,CUST-179341,107.2,4502.400000000001,2026-03-21,193.03,2026-05-07,0,1,31.07,0.61,20.32,Premium,3.3,6.35,187.32,9.64,Postpaid,99.54,-2.52,18.19,0.12
47b4c3cb-22df-426e-b05d-348e5ebdf8b7,2026-02-15,CUST-121772,121.8,7064.4,2025-11-11,67.15,2026-07-15,0,0,38.84,18.2,47.26,Family,0.26,6.78,187.26,5.75,Prepaid,96.52,-9.23,16.76,0.4
094f25ba-c186-4017-bb89-1e1c73045bad,2026-01-17,CUST-661325,104.64,4499.52,2026-06-12,91.58,2026-01-18,0,1,28.85,25.1,28.91,Enterprise,1.52,5.79,61.56,7.7,Enterprise,99.78,-0.21,6.28,0.24
8502f4d8-a1e6-49b7-84a3-cfabdd93d97b,2025-10-04,CUST-495243,95.73,1818.8700000000001,2026-06-27,159.03,2026-07-16,0,1,15.46,7.94,43.95,Enterprise,3.21,1.69,151.83,8.17,Enterprise,98.65,-5.98,16.27,0.17
31777cc1-d931-4178-8d4d-95c2236c0fb7,2026-04-01,CUST-266499,88.76,2840.32,2026-01-01,44.21,2025-12-31,0,2,20.98,12.71,18.05,Basic,3.15,6.68,43.02,3.17,Postpaid,97.88,-7.76,0.95,0.37
ffad4296-ecac-426a-890c-fd59d43b427c,2025-10-28,CUST-817258,70.9,2339.7000000000003,2026-06-08,147.31,2026-02-03,0,2,33.63,28.24,19.55,Enterprise,4.14,6.98,79.95,5.39,Prepaid,96.22,-5.54,18.89,0.46
eb8674eb-51a5-421e-b2e3-f9f0e9464c47,2025-08-03,CUST-594749,62.16,2486.3999999999996,2026-07-13,154.8,2025-07-30,0,2,29.64,29.24,32.74,Premium,2.91,3.9,154.32,9.88,Postpaid,96.57,-4.99,5.53,0.35
9180df68-84ea-43c6-b24b-e7f7ff4f1336,2026-05-14,CUST-620796,72.28,1228.76,2026-02-14,72,2026-07-21,0,1,7.65,21.92,11.76,Family,4.74,-0.61,121.78,2.52,Postpaid,98.82,-0.89,19.51,0.13
f1bd532b-1907-43c4-bd60-ed1ea7fa8036,2026-07-08,CUST-770798,127.76,3449.52,2026-01-18,27.47,2026-04-26,0,0,3.93,16.61,45.15,Basic,3.88,-2.11,113.32,0.88,Prepaid,95.63,-1.69,12.37,0.22
c3d2dd43-cc9c-42f7-91a2-ca2409c2d177,2026-01-07,CUST-784898,73.85,3397.1,2025-12-04,90.7,2025-10-02,0,2,17.05,16.51,48.05,Enterprise,1.94,9.03,65.92,6.81,Prepaid,97.39,-2.27,6.98,0.42
40ea4420-9176-4992-8a6e-1d9a7097f8a2,2026-05-19,CUST-824442,54.5,3161,2025-11-19,78.09,2025-08-03,0,1,21.92,3.47,41.2,Premium,4.72,-0.9,132.32,1.7,Enterprise,95.13,-2.01,6.08,0.21
0855cf28-1699-4640-a9fd-0ed233e7e7a5,2026-05-11,CUST-991531,120.97,4233.95,2026-03-03,35.58,2026-02-24,0,1,17.78,20.42,45.53,Family,1.02,1.67,83.73,5.5,Prepaid,97.79,-3.95,11.07,0.48
95b16371-ee37-45da-a704-7d45b5d70ca5,2025-12-11,CUST-407028,120.86,4834.4,2026-05-17,107.17,2025-10-23,13.95,1,37.54,11.75,38.99,Premium,3.27,1.14,123.69,4.42,Postpaid,97,-3.97,5.57,0.42
f31c4dd0-be74-4f74-882c-ad0c44d0637d,2026-07-12,CUST-658194,71.5,4147,2025-12-26,46.15,2025-09-01,0,0,22.95,3.25,41.55,Family,3.46,7.78,95.11,4.63,Prepaid,98.16,-1.54,6.29,0.32
