Record_ID,Date,Customer_ID,Customer_Satisfaction_Score_CSAT,Net_Promoter_Score_NPS,Support_Tickets_Raised,Support_Ticket_Resolution_Time_Avg_Hrs,Complaint_Type,Customer_Sentiment_Score_via_NLP,App_Login_Frequency_Per_Month,Self_Service_Usage_Channel,Unpaid_Bills_Count,Average_Billing_Delay_Days,First_Contact_Resolution_Rate,Customer_Effort_Score_Ease_of_Interaction,Complaint_Escalation_Rate,Self_Service_Abandonment_Rate,Customer_Feedback_Submission_Rate,Social_Media_Sentiment_Score,Customer_Loyalty_Index,Channel_Preference_Shift,Proactive_Support_Engagement_Rate,Billing_Clarity_Satisfaction_Score
c4ab3a9a-8b2c-4e40-9ed9-7851da9f309d,2026-06-26,CUST-176074,2,89,5,63.3,Service,1,24,Web,3,12,75.58,5,8.11,32.8,7.11,0.19,0.85,None,8.17,4
e1d6ee59-b608-453a-a724-ae37a583133a,2025-11-07,CUST-444576,2,-50,1,4.2,Service,-1,13,App,0,13,74.52,2,5.9,38.69,9.85,0.61,0.96,None,26.18,3
05a443c6-6cd1-428c-b3b3-e3a6c555de6f,2026-02-15,CUST-145611,5,-35,2,57.4,Network,-1,5,Web,3,0,78.42,3,6.23,27.35,11.23,0.28,0.77,None,29.14,3
0eab3fff-09c5-4944-8887-dc75e0a93b18,2025-09-26,CUST-764580,3,-11,1,27.8,Service,0,1,App,1,1,74.89,2,3.78,23.85,16.39,0.79,0.92,App to Web,23.46,5
da786661-edf1-440b-a2e7-40361feed137,2026-06-01,CUST-258851,3,16,4,5.7,Billing,-1,19,App,2,5,74.9,2,5.73,34.92,18.06,0.96,0.93,Web to App,5.14,2
73b4d613-7bde-4a0f-bd32-0d8fa8a3ada7,2026-05-14,CUST-369737,2,-62,0,43.6,None,0,2,App,2,5,75.79,2,3.2,29.85,7.7,0.89,0.82,None,11.14,4
0e2098c8-7f09-41e7-b795-a72b55c04021,2025-11-03,CUST-687169,4,-17,2,67.7,Other,1,7,IVR,1,4,77.66,1,8.13,30.49,3.48,0.67,0.94,None,10.17,3
b464b1cf-4611-4277-a041-ff59a6a00597,2026-03-12,CUST-665017,3,8,2,66.2,Other,-1,29,IVR,0,11,62.33,2,5.05,36.31,4.77,0.56,0.98,None,12.52,2
8f96d5ac-8895-4a17-ab94-7256200e0bf2,2026-04-23,CUST-688055,2,-96,1,59.8,Technical,0,28,App,1,5,86.38,3,9.89,39.26,18.8,0.45,0.67,None,16.73,3
13d55829-5333-4c48-88c0-348482f7aa4a,2025-11-10,CUST-266814,1,-43,3,16.9,Billing,-1,26,App,2,1,65.95,4,8.12,13.86,7.3,0.14,0.6,None,11.04,4
77cf9388-1779-4ceb-a998-64869a207178,2026-05-19,CUST-780274,3,18,4,2.4,Network,1,22,Web,1,12,65.16,4,3.93,9.05,18.97,0.64,0.58,None,15.77,3
97f71242-a34d-443e-a93f-cc196fe4fce6,2026-06-27,CUST-691694,3,-2,4,62.6,Billing,0,25,IVR,1,13,90.66,4,3.82,39.12,12.01,0.86,0.92,Web to App,5.43,4
ab5b94a9-019a-4781-be03-6a6f044ff777,2026-07-02,CUST-978024,3,-7,2,44.3,Billing,-1,22,Web,0,9,65.55,3,2.01,25.06,5.63,0.91,0.69,None,23.04,4
f3cfa40d-c7d7-4331-8c64-34bcdd1b8e6e,2026-06-01,CUST-695402,5,78,3,44.2,Network,-1,12,App,0,6,64.88,3,0.99,13.17,19.88,0.34,0.87,None,22.95,5
16a98aef-2d7a-462e-b07a-21e2701cd769,2026-05-15,CUST-418824,3,56,1,54,Other,1,29,App,3,8,76.71,2,9.47,31.74,18.22,0.73,0.92,None,14.11,1
2d93c4dd-72a7-43c5-9877-53cce6f52190,2025-11-24,CUST-898354,5,-11,3,65.5,Service,0,16,IVR,2,4,76.41,4,6.37,39.63,3.12,0.5,0.58,None,26.89,2
4e972043-b116-4da7-a3e7-4d1b379fd435,2026-03-25,CUST-110430,3,-89,5,64.4,Billing,-1,11,IVR,3,7,75.56,4,8.74,29.91,5.09,0.78,0.66,None,7.32,2
e09aa367-e7f0-47fe-9d38-009f7e909412,2026-02-14,CUST-130298,3,-53,1,12.7,Service,-1,10,Web,2,14,82.01,4,3.83,9.91,6.99,0.81,0.97,None,24.8,5
39c830f8-845e-4577-b117-63b953a91105,2025-09-17,CUST-951503,2,97,3,59.4,Service,1,13,Web,3,7,79.42,1,1.41,39.33,17.74,0.25,0.54,None,15.37,2
97ea921b-ecab-489b-8d58-6159ea59197b,2026-07-06,CUST-101511,3,-52,4,36.5,Technical,1,2,App,0,2,67.73,2,7.77,37.17,6.43,0.43,0.79,None,26.47,4
2199a8e2-7dab-4a80-8cc3-e569a01bdbba,2025-11-11,CUST-401420,1,33,1,30.6,Network,0,25,Web,1,4,89.13,4,7.07,31.11,19.91,0.55,0.79,None,24.66,1
007a496c-c8f3-461d-95e5-e391c14e938b,2026-06-21,CUST-725500,2,-66,4,3.5,Other,1,23,IVR,3,6,73.17,3,4.69,19.22,5.04,0.61,0.77,None,15.14,4
26735296-bde5-4bea-9125-ef5faf2965aa,2026-05-20,CUST-536173,3,43,1,9.6,Technical,-1,26,Web,3,0,83.03,2,0.29,5.95,13.02,0.9,0.75,Web to App,10.77,1
06920238-3d0f-4c45-af3a-65536eb8e0c4,2025-12-12,CUST-674891,2,-91,5,3.6,Other,-1,2,Web,1,11,77.23,4,2.03,29.7,9.24,0.52,0.93,None,10.08,4
96726806-f398-406c-b660-afe111579de6,2026-03-01,CUST-965772,4,58,4,60.9,Service,1,16,App,1,14,87.75,3,8.82,12.37,18.77,0.87,0.51,None,16.93,5
d43c9461-ae31-4dd7-880e-5a7441dbb935,2025-12-23,CUST-649158,3,91,0,64.2,None,0,3,Web,3,13,63.16,2,3.11,31.21,19.11,0.42,0.86,None,25.81,2
759ce57a-41ea-46e7-bd60-97d5aeaead17,2025-10-11,CUST-873551,3,-9,5,25.1,Network,0,9,App,1,11,74.35,4,5.43,30.9,13.26,0.5,0.63,None,14.83,4
4ae91e93-31c8-41b4-821f-d0d9a1667609,2026-01-19,CUST-127404,5,89,1,59.5,Network,-1,12,Web,2,3,76.87,1,5.16,7.5,18.27,0.66,0.96,None,8.99,3
45e2de87-8a27-436d-8030-3565a4758d02,2026-06-24,CUST-414189,3,-48,2,41.8,Network,1,1,App,2,5,92.78,2,1.7,32.62,12.44,0.66,0.52,None,17.92,3
8ee98ce0-bff6-4032-a8d8-64fe028397d6,2025-09-25,CUST-969816,3,-20,2,28.4,Billing,1,12,IVR,1,4,65.5,2,9.42,36.49,9.87,0.18,0.72,None,11.02,3
9ac692d0-b140-4ce4-8ff1-f046f802579c,2026-04-02,CUST-435887,1,-13,2,12.5,Other,0,3,Web,1,1,75.57,2,8,29.78,15.54,0.91,0.97,None,17.02,4
6ddf2827-bc9f-4076-9287-9a55439ed48a,2025-10-24,CUST-235012,1,32,3,18.9,Other,-1,22,App,1,3,73.08,4,5.29,16.43,12.28,0.11,0.54,None,27.41,3
396212dd-1b14-485b-b1df-955d42114ee0,2026-03-05,CUST-549213,3,-77,2,25.2,Network,1,11,IVR,3,11,75.14,1,5.66,28.95,5.69,0.45,0.64,None,16.21,4
00b26760-ef94-407c-808f-bbb6130d320d,2025-09-03,CUST-928852,2,-58,1,61.6,Service,-1,7,IVR,2,9,77.72,1,9.09,33.89,15.78,0.61,0.53,None,24.35,2
a4aba4fe-6a9e-4045-a355-e277c2838f23,2025-07-28,CUST-228209,4,-10,1,53.8,Service,0,19,IVR,1,6,76.46,4,1.15,14.14,2.86,0.24,0.73,None,9.49,5
e5787519-04d0-48e9-96d8-e04f82514419,2025-10-05,CUST-974594,4,-82,1,43,Other,-1,16,App,1,7,75.23,1,8.7,24.37,19.22,0.61,0.59,None,26.78,1
6882b82f-26dd-41b1-aa6d-63e4ff277331,2025-10-03,CUST-278528,2,8,2,51.4,Billing,1,7,Web,0,5,93.63,1,8.72,15.11,14.85,0.26,0.7,None,5.18,3
311c0265-bc2d-4f67-aca9-4d34254912aa,2026-06-23,CUST-997858,3,-13,5,49.2,Service,0,25,App,1,12,90.02,4,6.84,29.31,5.46,0.93,0.96,None,10.32,2
4c360e0f-d175-467b-8207-38aaee3b9226,2025-10-05,CUST-241508,2,-17,3,6.3,Technical,0,1,App,0,5,72.97,5,1.76,35.41,4.5,0.4,0.56,App to Web,19.69,2
dc7c0f9f-e22e-4fc8-9190-85884b4531e6,2025-12-31,CUST-633835,2,-3,0,63.5,None,1,23,Web,2,6,94.8,3,3.19,9.76,12.85,0.56,0.95,None,11.27,4
54f68580-917a-4b3e-a363-862dd07315a5,2025-12-13,CUST-764356,3,27,2,65.6,Technical,0,4,IVR,2,11,92.89,4,9.54,13.63,15.67,0.79,0.85,None,8,4
e2d8edda-05b0-42e2-809f-1c0422adb124,2026-05-23,CUST-394124,3,65,2,64.2,Technical,0,20,Web,1,9,91.77,2,6.41,29.72,9.87,0.54,0.65,None,12.77,4
50b56d61-e5d9-4c5f-b7bd-40a9c4bf37bb,2026-06-04,CUST-857371,2,48,2,27.9,Network,0,26,IVR,1,0,72.08,4,2.39,24.46,17.27,0.62,0.87,None,18.93,3
d38e06be-24e0-44ec-8b29-9c3592f01237,2026-06-20,CUST-533428,2,-48,1,11.1,Network,0,8,App,2,12,74.68,4,3.33,7.95,10.76,0.99,0.5,None,21.22,4
e8d3b69a-6478-48a8-83e9-7126d9b58d07,2025-11-29,CUST-924907,4,-76,0,27.5,None,1,10,Web,1,3,84.44,1,7.65,8.07,14.51,0.2,0.98,None,20.12,3
dc200f54-f21b-4435-952b-7cf84d7d844d,2026-04-01,CUST-799214,2,26,2,32,Network,0,17,IVR,0,13,91.46,3,2.04,27.14,8.47,0.96,0.83,None,26.16,3
d8e16545-e4e4-4231-bd2d-b5b7a28c32ba,2026-01-03,CUST-815684,2,37,1,5.4,Billing,-1,4,Web,3,1,70.73,3,2.72,20.98,2.11,0.16,0.76,None,10.64,5
424f95e6-f464-4d55-8b48-7dc38ee62dbf,2025-11-28,CUST-780340,3,-15,5,27.8,Other,1,14,IVR,1,6,69.08,5,6.29,34.89,3.78,0.14,0.62,None,7,2
ec55723a-aa9a-45c7-91b9-7afb18106747,2025-10-01,CUST-757676,3,-68,4,45.7,Other,0,11,App,3,11,75.87,4,7.12,22.71,2.95,0.7,0.99,None,18.33,5
023b9cbf-49a4-4454-866c-331e660c1f57,2025-09-03,CUST-143918,4,-58,5,67.5,Technical,1,26,Web,3,12,71.74,3,3.51,29.11,5.33,0.33,0.68,None,27.93,2
7b2285c7-0e95-48b7-989f-580e34bd5fb8,2026-01-04,CUST-237899,3,25,1,8.4,Network,1,13,Web,1,14,71.45,4,2.44,21.73,10.6,0.48,0.86,None,25.89,3
1729b306-687d-4462-b55e-1350ebdcea87,2026-06-21,CUST-185997,2,-55,5,41.6,Other,1,29,IVR,2,10,67.99,2,3.79,19.52,1.9,0.52,0.79,None,24.72,3
fe202460-556f-4587-b6fd-bb5e44299cd6,2026-03-27,CUST-235443,3,-99,2,8.2,Other,0,21,Web,2,9,82.96,4,3.54,27.4,14.05,0.49,0.52,None,7.34,5
06dc06c6-8563-4d8e-9bae-2284822f3191,2026-04-11,CUST-156820,3,-51,0,5.7,None,-1,9,Web,0,14,93.85,2,8.92,13.25,6.85,0.6,0.81,None,27.49,1
